9:28:17,91
18:29:43,91
14:55:57,91
8:03:41,91
8:36:23,91
7:50:12,91
6:54:42,91
18:23:26,91
8:19:53,91
8:31:08,91
8:31:20,91
19:27:01,91
14:48:12,91
10:52:36,91
17:32:02,91
7:11:07,91
17:57:34,91
18:27:29,91
9:48:08,91
21:19:14,91
8:56:51,91
12:24:09,91
15:09:40,91
17:16:55,91
6:24:33,91
20:45:17,91
9:18:15,91
9:10:04,91
19:06:40,91
9:09:50,91
20:02:27,91
9:13:57,91
20:07:02,91
21:26:26,191
8:53:40,191
18:45:55,191
22:34:43,191
9:28:13,191
18:15:47,191
8:55:16,191
10:12:32,191
7:47:13,191
18:23:57,191
18:25:37,191
16:51:07,191
11:50:33,191
8:47:16,191
8:35:42,191
19:26:54,191
17:26:09,191
7:03:15,191
8:01:54,191
16:25:01,191
17:44:57,191
8:05:07,191
8:50:53,191
14:30:09,191
17:48:12,191
8:32:11,191
14:08:15,191
13:40:37,191
17:20:14,191
8:16:18,191
12:45:35,191
17:16:42,191
8:52:43,191
18:22:37,191
8:45:22,191
8:24:07,191
18:54:18,191
8:06:58,191
18:49:15,191
8:33:23,222
16:57:26,222
17:36:52,222
9:03:40,222
13:36:41,222
9:42:23,222
15:57:08,222
17:42:16,222
19:35:36,222
8:36:39,222
17:27:30,222
19:23:51,222
7:42:20,222
18:04:48,222
7:40:31,222
21:29:49,222
6:28:34,222
7:05:25,222
15:06:14,222
13:33:54,235
8:20:34,235
17:11:39,235
9:53:38,235
11:35:01,235
21:31:51,235
7:23:55,235
17:24:51,235
15:55:35,235
9:20:18,235
20:50:07,235
8:28:41,235
7:13:27,235
14:21:19,235
7:44:26,235
17:03:51,235
8:13:29,235
19:37:23,235
6:27:37,178
17:20:23,178
9:17:08,178
18:11:21,178
16:37:04,178
8:25:21,178
17:30:53,178
7:22:36,178
7:52:56,178
18:52:02,178
9:26:23,178
8:42:16,178
19:00:39,178
8:26:48,178
18:56:38,178
21:12:26,178
19:44:15,178
7:06:09,178
17:10:16,178
8:41:38,178
15:11:43,178
16:13:36,178
18:10:40,178
14:40:38,178
20:53:39,178
18:17:38,50
8:43:25,50
17:44:52,50
8:48:52,50
9:46:50,50
17:37:26,50
15:12:48,50
12:02:25,50
21:32:37,50
9:33:30,50
9:09:01,50
18:39:10,50
21:20:09,50
19:44:15,50
8:25:14,50
17:27:11,50
18:58:04,50
20:32:48,50
8:47:49,50
14:00:53,50
19:05:20,50
8:53:18,50
9:46:03,50
14:29:20,50
11:25:10,50
17:37:11,50
6:57:11,50
18:28:21,50
18:29:22,50
9:49:00,50
9:55:01,50
18:21:03,50
8:01:20,50
18:19:22,50
8:49:17,50
17:47:42,50
8:54:18,50
19:27:09,50
8:58:35,50
17:50:37,50
8:30:45,50
7:05:57,50
18:30:53,50
9:48:02,50
14:09:11,50
13:09:56,50
7:58:37,50
21:52:09,283
12:11:14,283
19:29:25,283
8:04:40,283
8:01:02,283
16:08:15,283
11:31:30,283
18:00:38,283
8:40:29,283
16:31:13,283
19:29:11,283
12:46:13,283
18:38:36,283
