2001530605,2015/4/1,9:28:17,10号线国权路,地铁,5,非优惠
2001530605,2015/4/1,18:29:43,10号线国权路,地铁,0,非优惠
701704724,2015/4/1,14:55:57,10号线国权路,地铁,0,非优惠
701704724,2015/4/1,8:03:41,10号线国权路,地铁,4,非优惠
2103123359,2015/4/1,8:36:23,10号线国权路,地铁,0,非优惠
3103171741,2015/4/1,7:50:12,10号线国权路,地铁,0,非优惠
600840128,2015/4/1,6:54:42,10号线国权路,地铁,0,非优惠
1887283,2015/4/1,18:23:26,10号线国权路,地铁,3,非优惠
1887283,2015/4/1,8:19:53,10号线国权路,地铁,0,非优惠
700904949,2015/4/1,8:31:08,10号线国权路,地铁,3,非优惠
2202603403,2015/4/1,8:31:20,10号线国权路,地铁,0,非优惠
2202603403,2015/4/1,19:27:01,10号线国权路,地铁,4,非优惠
2803700226,2015/4/1,14:48:12,10号线国权路,地铁,3,非优惠
2803700226,2015/4/1,10:52:36,10号线国权路,地铁,0,非优惠
3102611855,2015/4/1,17:32:02,10号线国权路,地铁,3,非优惠
3102611855,2015/4/1,7:11:07,10号线国权路,地铁,0,非优惠
2802974354,2015/4/1,17:57:34,10号线国权路,地铁,4,非优惠
100357174,2015/4/1,18:27:29,10号线国权路,地铁,3,优惠
100357174,2015/4/1,9:48:08,10号线国权路,地铁,0,非优惠
2801421252,2015/4/1,21:19:14,10号线国权路,地铁,3,非优惠
2801421252,2015/4/1,8:56:51,10号线国权路,地铁,0,非优惠
2703125258,2015/4/1,12:24:09,10号线国权路,地铁,0,非优惠
2402780965,2015/4/1,15:09:40,10号线国权路,地铁,0,非优惠
2402780965,2015/4/1,17:16:55,10号线国权路,地铁,4,非优惠
2101530912,2015/4/1,6:24:33,10号线国权路,地铁,0,非优惠
2204454840,2015/4/1,20:45:17,10号线国权路,地铁,4,非优惠
2204454840,2015/4/1,9:18:15,10号线国权路,地铁,0,非优惠
3002353793,2015/4/1,9:10:04,10号线国权路,地铁,0,非优惠
3002353793,2015/4/1,19:06:40,10号线国权路,地铁,4,非优惠
2902239979,2015/4/1,9:09:50,10号线国权路,地铁,0,非优惠
3003876748,2015/4/1,20:02:27,10号线国权路,地铁,2,优惠
2203858168,2015/4/1,9:13:57,10号线国权路,地铁,0,非优惠
2203858168,2015/4/1,20:07:02,10号线国权路,地铁,4,非优惠
2602022534,2015/4/1,21:26:26,10号线海伦路,地铁,0,非优惠
2102804866,2015/4/1,8:53:40,10号线海伦路,地铁,0,非优惠
2102804866,2015/4/1,18:45:55,10号线海伦路,地铁,3,非优惠
3102470790,2015/4/1,22:34:43,10号线海伦路,地铁,4,非优惠
3102470790,2015/4/1,9:28:13,10号线海伦路,地铁,0,非优惠
3003806964,2015/4/1,18:15:47,10号线海伦路,地铁,0,非优惠
3003806964,2015/4/1,8:55:16,10号线海伦路,地铁,2,优惠
2702712438,2015/4/1,10:12:32,10号线海伦路,地铁,0,非优惠
2702712438,2015/4/1,7:47:13,10号线海伦路,地铁,4,非优惠
2304037033,2015/4/1,18:23:57,10号线海伦路,地铁,4,非优惠
2304037033,2015/4/1,18:25:37,10号线海伦路,地铁,0,非优惠
2103344226,2015/4/1,16:51:07,10号线海伦路,地铁,0,非优惠
3750013656,2015/4/1,11:50:33,10号线海伦路,地铁,2,优惠
3003670959,2015/4/1,8:47:16,10号线海伦路,地铁,3,非优惠
2201062965,2015/4/1,8:35:42,10号线海伦路,地铁,4,非优惠
2201062965,2015/4/1,19:26:54,10号线海伦路,地铁,0,非优惠
2600535292,2015/4/1,17:26:09,10号线海伦路,地铁,4,非优惠
2600535292,2015/4/1,7:03:15,10号线海伦路,地铁,0,非优惠
2103768459,2015/4/1,8:01:54,10号线海伦路,地铁,0,非优惠
402016238,2015/4/1,16:25:01,10号线海伦路,地铁,0,非优惠
2601684347,2015/4/1,17:44:57,10号线海伦路,地铁,0,非优惠
2601684347,2015/4/1,8:05:07,10号线海伦路,地铁,4,非优惠
2603202854,2015/4/1,8:50:53,10号线海伦路,地铁,4,非优惠
2603202854,2015/4/1,14:30:09,10号线海伦路,地铁,3,非优惠
800011578,2015/4/1,17:48:12,10号线海伦路,地铁,3,非优惠
800011578,2015/4/1,8:32:11,10号线海伦路,地铁,0,非优惠
2002532408,2015/4/1,14:08:15,10号线海伦路,地铁,0,非优惠
2002532408,2015/4/1,13:40:37,10号线海伦路,地铁,4,非优惠
2003824604,2015/4/1,17:20:14,10号线海伦路,地铁,0,非优惠
2003824604,2015/4/1,8:16:18,10号线海伦路,地铁,4,非优惠
3103380130,2015/4/1,12:45:35,10号线海伦路,地铁,4,非优惠
2402631312,2015/4/1,17:16:42,10号线海伦路,地铁,0,非优惠
2602270023,2015/4/1,8:52:43,10号线海伦路,地铁,0,非优惠
2203774927,2015/4/1,18:22:37,10号线海伦路,地铁,0,非优惠
2203774927,2015/4/1,8:45:22,10号线海伦路,地铁,4,非优惠
3102676473,2015/4/1,8:24:07,10号线海伦路,地铁,0,非优惠
3102676473,2015/4/1,18:54:18,10号线海伦路,地铁,4,非优惠
2302885556,2015/4/1,8:06:58,10号线海伦路,地铁,0,非优惠
2302885556,2015/4/1,18:49:15,10号线海伦路,地铁,3,非优惠
760244266,2015/4/1,8:33:23,10号线航中路,地铁,0,非优惠
760244266,2015/4/1,16:57:26,10号线航中路,地铁,2,非优惠
2103993936,2015/4/1,17:36:52,10号线航中路,地铁,4,非优惠
2500470925,2015/4/1,9:03:40,10号线航中路,地铁,0,非优惠
2500470925,2015/4/1,13:36:41,10号线航中路,地铁,5,非优惠
2202661994,2015/4/1,9:42:23,10号线航中路,地铁,0,非优惠
2202661994,2015/4/1,15:57:08,10号线航中路,地铁,5,优惠
2406561,2015/4/1,17:42:16,10号线航中路,地铁,0,非优惠
2406561,2015/4/1,19:35:36,10号线航中路,地铁,4,非优惠
3000599512,2015/4/1,8:36:39,10号线航中路,地铁,0,非优惠
2100500241,2015/4/1,17:27:30,10号线航中路,地铁,5,非优惠
2001130478,2015/4/1,19:23:51,10号线航中路,地铁,5,非优惠
2001130478,2015/4/1,7:42:20,10号线航中路,地铁,0,非优惠
301687958,2015/4/1,18:04:48,10号线航中路,地铁,5,非优惠
301687958,2015/4/1,7:40:31,10号线航中路,地铁,0,非优惠
2600669041,2015/4/1,21:29:49,10号线航中路,地铁,5,非优惠
2600669041,2015/4/1,6:28:34,10号线航中路,地铁,0,非优惠
701492418,2015/4/1,7:05:25,10号线航中路,地铁,0,非优惠
3102380895,2015/4/1,15:06:14,10号线航中路,地铁,3,非优惠
3100574354,2015/4/1,16:16:32,10号线虹桥1号航站楼,地铁,0,非优惠
3100574354,2015/4/1,14:18:08,10号线虹桥1号航站楼,地铁,7,非优惠
2301765378,2015/4/1,17:11:59,10号线虹桥1号航站楼,地铁,0,非优惠
2301765378,2015/4/1,7:46:30,10号线虹桥1号航站楼,地铁,5,优惠
2801265128,2015/4/1,16:48:03,10号线虹桥1号航站楼,地铁,0,非优惠
2801265128,2015/4/1,9:36:49,10号线虹桥1号航站楼,地铁,3,优惠
2304232673,2015/4/1,17:48:25,10号线虹桥1号航站楼,地铁,4,非优惠
2304232673,2015/4/1,7:39:20,10号线虹桥1号航站楼,地铁,0,非优惠
3850094083,2015/4/1,22:35:12,10号线虹桥1号航站楼,地铁,1,非优惠
497060,2015/4/1,21:28:57,10号线虹桥1号航站楼,地铁,0,非优惠
497060,2015/4/1,7:57:22,10号线虹桥1号航站楼,地铁,5,非优惠
2202112191,2015/4/1,14:56:28,10号线虹桥1号航站楼,地铁,0,非优惠
2202112191,2015/4/1,12:08:20,10号线虹桥1号航站楼,地铁,4,非优惠
2003999097,2015/4/1,13:33:54,10号线虹桥路,地铁,0,非优惠
2103485398,2015/4/1,8:20:34,10号线虹桥路,地铁,0,非优惠
2103485398,2015/4/1,17:11:39,10号线虹桥路,地铁,3,非优惠
3101063665,2015/4/1,9:53:38,10号线虹桥路,地铁,4,非优惠
3103259555,2015/4/1,11:35:01,10号线虹桥路,地铁,4,非优惠
2803468694,2015/4/1,21:31:51,10号线虹桥路,地铁,0,非优惠
3300249822,2015/4/1,7:23:55,10号线虹桥路,地铁,4,非优惠
102458785,2015/4/1,17:24:51,10号线虹桥路,地铁,3,优惠
2701626718,2015/4/1,15:55:35,10号线虹桥路,地铁,4,非优惠
740334222,2015/4/1,9:20:18,10号线虹桥路,地铁,4,非优惠
2701348579,2015/4/1,20:50:07,10号线虹桥路,地铁,0,非优惠
2701348579,2015/4/1,8:28:41,10号线虹桥路,地铁,9,非优惠
2902026390,2015/4/1,7:13:27,10号线虹桥路,地铁,0,非优惠
134948,2015/4/1,14:21:19,10号线虹桥路,地铁,0,非优惠
3002784335,2015/4/1,7:44:26,10号线虹桥路,地铁,3,非优惠
300820734,2015/4/1,17:03:51,10号线虹桥路,地铁,0,非优惠
300820734,2015/4/1,8:13:29,10号线虹桥路,地铁,4,非优惠
2001218140,2015/4/1,19:37:23,10号线虹桥路,地铁,3,非优惠
3003113280,2015/4/1,6:27:37,10号线江湾体育场,地铁,0,非优惠
3003113280,2015/4/1,17:20:23,10号线江湾体育场,地铁,1,非优惠
2800369746,2015/4/1,9:17:08,10号线江湾体育场,地铁,4,非优惠
2800369746,2015/4/1,18:11:21,10号线江湾体育场,地铁,0,非优惠
2801879841,2015/4/1,16:37:04,10号线江湾体育场,地铁,4,非优惠
2703321669,2015/4/1,8:25:21,10号线江湾体育场,地铁,0,非优惠
2503021445,2015/4/1,17:30:53,10号线江湾体育场,地铁,4,非优惠
2503021445,2015/4/1,7:22:36,10号线江湾体育场,地铁,0,非优惠
2901982632,2015/4/1,7:52:56,10号线江湾体育场,地铁,0,非优惠
2901982632,2015/4/1,18:52:02,10号线江湾体育场,地铁,5,非优惠
400502538,2015/4/1,9:26:23,10号线江湾体育场,地铁,5,非优惠
2602289347,2015/4/1,8:42:16,10号线江湾体育场,地铁,0,非优惠
2602289347,2015/4/1,19:00:39,10号线江湾体育场,地铁,4,非优惠
2603808335,2015/4/1,8:26:48,10号线江湾体育场,地铁,3,非优惠
400357892,2015/4/1,18:56:38,10号线江湾体育场,地铁,5,非优惠
2801421252,2015/4/1,21:12:26,10号线江湾体育场,地铁,0,非优惠
2801421252,2015/4/1,19:44:15,10号线江湾体育场,地铁,3,非优惠
2100910473,2015/4/1,7:06:09,10号线江湾体育场,地铁,0,非优惠
2402163233,2015/4/1,17:10:16,10号线江湾体育场,地铁,4,非优惠
2902136565,2015/4/1,8:41:38,10号线江湾体育场,地铁,5,非优惠
2903267837,2015/4/1,15:11:43,10号线江湾体育场,地铁,3,非优惠
2903267837,2015/4/1,16:13:36,10号线江湾体育场,地铁,0,非优惠
2803663478,2015/4/1,18:10:40,10号线江湾体育场,地铁,4,非优惠
401435718,2015/4/1,14:40:38,10号线江湾体育场,地铁,0,非优惠
2903525749,2015/4/1,20:53:39,10号线江湾体育场,地铁,0,非优惠
2900086514,2015/4/1,18:17:38,10号线交通大学,地铁,0,非优惠
2900086514,2015/4/1,8:43:25,10号线交通大学,地铁,4,非优惠
2700538355,2015/4/1,17:44:52,10号线交通大学,地铁,0,非优惠
2700538355,2015/4/1,8:48:52,10号线交通大学,地铁,4,优惠
2204162658,2015/4/1,9:46:50,10号线交通大学,地铁,5,非优惠
2003700074,2015/4/1,17:37:26,10号线交通大学,地铁,4,非优惠
3850154038,2015/4/1,15:12:48,10号线交通大学,地铁,0,非优惠
3850154038,2015/4/1,12:02:25,10号线交通大学,地铁,4,非优惠
2603348332,2015/4/1,21:32:37,10号线交通大学,地铁,0,非优惠
720040601,2015/4/1,9:33:30,10号线交通大学,地铁,0,非优惠
2501120249,2015/4/1,9:09:01,10号线交通大学,地铁,4,非优惠
2501120249,2015/4/1,18:39:10,10号线交通大学,地铁,0,非优惠
3850186604,2015/4/1,21:20:09,10号线交通大学,地铁,0,非优惠
3850186604,2015/4/1,19:44:15,10号线交通大学,地铁,2,优惠
300702623,2015/4/1,8:25:14,10号线交通大学,地铁,4,非优惠
300702623,2015/4/1,17:27:11,10号线交通大学,地铁,0,非优惠
2903771419,2015/4/1,18:58:04,10号线交通大学,地铁,3,非优惠
2903771419,2015/4/1,20:32:48,10号线交通大学,地铁,0,非优惠
2403162471,2015/4/1,8:47:49,10号线交通大学,地铁,3,非优惠
2403162471,2015/4/1,14:00:53,10号线交通大学,地铁,0,非优惠
2103580014,2015/4/1,19:05:20,10号线交通大学,地铁,3,非优惠
2402678674,2015/4/1,8:53:18,10号线交通大学,地铁,0,非优惠
2401451027,2015/4/1,9:46:03,10号线交通大学,地铁,3,非优惠
3900300137,2015/4/1,14:29:20,10号线交通大学,地铁,0,非优惠
3900300137,2015/4/1,11:25:10,10号线交通大学,地铁,4,非优惠
2004082637,2015/4/1,17:37:11,10号线交通大学,地铁,4,非优惠
2004082637,2015/4/1,6:57:11,10号线交通大学,地铁,0,非优惠
2203654798,2015/4/1,18:28:21,10号线交通大学,地铁,3,非优惠
2203654798,2015/4/1,18:29:22,10号线交通大学,地铁,0,非优惠
3003667854,2015/4/1,9:49:00,10号线交通大学,地铁,3,非优惠
2902519773,2015/4/1,9:55:01,10号线交通大学,地铁,4,非优惠
2403098684,2015/4/1,18:21:03,10号线交通大学,地铁,0,非优惠
2403098684,2015/4/1,8:01:20,10号线交通大学,地铁,5,非优惠
2001031565,2015/4/1,18:19:22,10号线交通大学,地铁,0,非优惠
2001031565,2015/4/1,8:49:17,10号线交通大学,地铁,3,优惠
101363812,2015/4/1,17:47:42,10号线交通大学,地铁,0,非优惠
101363812,2015/4/1,8:54:18,10号线交通大学,地铁,5,非优惠
2004017950,2015/4/1,19:27:09,10号线交通大学,地铁,0,非优惠
2903158316,2015/4/1,8:58:35,10号线交通大学,地铁,4,非优惠
2903158316,2015/4/1,17:50:37,10号线交通大学,地铁,0,非优惠
